,battery_type,brand,car_body_type,cargo_volume_l,drivetrain,fast_charge_port,model,segment,source_url,top_speed_kmh,battery_capacity_kWh,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,towing_capacity_kg,seats,length_mm,width_mm,height_mm
208,Lithium-ion,MG,SUV,448,FWD,CCS,ZS EV Long Range,JB - Compact,https://ev-database.org/car/1541/MG-ZS-EV-Long-Range,175.0,68.3,280.0,155.0,370.0,8.4,82.0,500.0,5.0,4323.0,1809.0,1649.0
209,Lithium-ion,MG,SUV,448,FWD,CCS,ZS EV Standard Range,JB - Compact,https://ev-database.org/car/1540/MG-ZS-EV-Standard-Range,175.0,49.0,280.0,153.0,265.0,8.6,50.0,500.0,5.0,4323.0,1809.0,1649.0
210,Lithium-ion,Maserati,Cabriolet,151,AWD,CCS,GranCabrio Folgore,F - Luxury,https://ev-database.org/car/2187/Maserati-GranCabrio-Folgore,290.0,83.0,1350.0,198.0,395.0,2.8,190.0,1052.2610619469026,4.0,4966.0,1957.0,1365.0
211,Lithium-ion,Maserati,Coupe,270,AWD,CCS,GranTurismo Folgore,F - Luxury,https://ev-database.org/car/1803/Maserati-GranTurismo-Folgore,325.0,83.0,1350.0,182.0,420.0,2.7,217.0,1052.2610619469026,4.0,4959.0,1957.0,1353.0
212,Lithium-ion,Maserati,SUV,535,AWD,CCS,Grecale Folgore,JE - Executive,https://ev-database.org/car/1843/Maserati-Grecale-Folgore,220.0,95.0,820.0,220.0,400.0,4.1,110.0,1800.0,5.0,4865.0,1948.0,1651.0
213,Lithium-ion,Maxus,Small Passenger Van,31 Banana Boxes,FWD,CCS,MIFA 9,N - Passenger Van,https://ev-database.org/car/1837/Maxus-MIFA-9,180.0,84.0,350.0,195.0,365.0,9.2,103.0,1000.0,7.0,5270.0,2000.0,1840.0
214,Lithium-ion,Mazda,Liftback Sedan,456,RWD,CCS,6e 68.8 kWh,D - Large,https://ev-database.org/car/3107/Mazda-6e-688-kWh,175.0,66.0,320.0,138.0,390.0,7.6,120.0,1500.0,5.0,4921.0,1890.0,1491.0
215,Lithium-ion,Mazda,Liftback Sedan,456,RWD,CCS,6e Long Range 80 kWh,D - Large,https://ev-database.org/car/3108/Mazda-6e-Long-Range-80-kWh,175.0,75.0,320.0,136.0,440.0,7.8,70.0,1500.0,5.0,4921.0,1890.0,1491.0
216,Lithium-ion,Mercedes-Benz,Sedan,405,RWD,CCS,CLA 250+,D - Large,https://ev-database.org/car/3139/Mercedes-Benz-CLA-250plus,210.0,85.0,335.0,122.0,565.0,6.7,235.0,1500.0,5.0,4723.0,1855.0,1468.0
217,Lithium-ion,Mercedes-Benz,Sedan,405,AWD,CCS,CLA 350 4MATIC,D - Large,https://ev-database.org/car/3140/Mercedes-Benz-CLA-350-4MATIC,210.0,85.0,515.0,126.0,550.0,4.9,235.0,1800.0,5.0,4723.0,1855.0,1468.0
218,Lithium-ion,Mercedes-Benz,SUV,340,FWD,CCS,EQA 250,JC - Medium,https://ev-database.org/car/1984/Mercedes-Benz-EQA-250,160.0,66.5,385.0,146.0,395.0,8.6,100.0,1500.0,5.0,4463.0,1834.0,1620.0
219,Lithium-ion,Mercedes-Benz,SUV,340,FWD,CCS,EQA 250+,JC - Medium,https://ev-database.org/car/1985/Mercedes-Benz-EQA-250plus,160.0,70.5,385.0,142.0,420.0,8.6,90.0,1500.0,5.0,4463.0,1834.0,1620.0
220,Lithium-ion,Mercedes-Benz,SUV,340,AWD,CCS,EQA 300 4MATIC,JC - Medium,https://ev-database.org/car/1986/Mercedes-Benz-EQA-300-4MATIC,160.0,66.5,390.0,162.0,350.0,7.7,100.0,1800.0,5.0,4463.0,1834.0,1620.0
221,Lithium-ion,Mercedes-Benz,SUV,340,AWD,CCS,EQA 350 4MATIC,JC - Medium,https://ev-database.org/car/1987/Mercedes-Benz-EQA-350-4MATIC,160.0,66.5,520.0,162.0,350.0,6.0,100.0,1800.0,5.0,4463.0,1834.0,1620.0
222,Lithium-ion,Mercedes-Benz,SUV,495,FWD,CCS,EQB 250+,JC - Medium,https://ev-database.org/car/1988/Mercedes-Benz-EQB-250plus,160.0,70.5,385.0,152.0,415.0,8.9,90.0,1400.0,7.0,4684.0,1834.0,1667.0
223,Lithium-ion,Mercedes-Benz,SUV,495,AWD,CCS,EQB 300 4MATIC,JC - Medium,https://ev-database.org/car/1989/Mercedes-Benz-EQB-300-4MATIC,160.0,66.5,390.0,168.0,345.0,8.0,100.0,1700.0,7.0,4684.0,1834.0,1667.0
224,Lithium-ion,Mercedes-Benz,SUV,495,AWD,CCS,EQB 350 4MATIC,JC - Medium,https://ev-database.org/car/1990/Mercedes-Benz-EQB-350-4MATIC,160.0,66.5,520.0,168.0,345.0,6.2,100.0,1700.0,7.0,4684.0,1834.0,1667.0
225,Lithium-ion,Mercedes-Benz,Sedan,430,RWD,CCS,EQE 300,E - Executive,https://ev-database.org/car/2204/Mercedes-Benz-EQE-300,210.0,89.0,550.0,163.0,525.0,7.3,120.0,750.0,5.0,4946.0,1906.0,1503.0
226,Lithium-ion,Mercedes-Benz,Sedan,430,AWD,CCS,EQE 350 4MATIC,E - Executive,https://ev-database.org/car/2206/Mercedes-Benz-EQE-350-4MATIC,210.0,90.6,765.0,173.0,515.0,6.3,141.0,1700.0,5.0,4946.0,1906.0,1503.0
227,Lithium-ion,Mercedes-Benz,Sedan,430,RWD,CCS,EQE 350+,E - Executive,https://ev-database.org/car/2205/Mercedes-Benz-EQE-350plus,210.0,96.0,565.0,164.0,555.0,6.5,141.0,750.0,5.0,4946.0,1906.0,1510.0
228,Lithium-ion,Mercedes-Benz,Sedan,430,AWD,CCS,EQE 500 4MATIC,E - Executive,https://ev-database.org/car/2207/Mercedes-Benz-EQE-500-4MATIC,210.0,90.6,858.0,173.0,505.0,4.7,141.0,1700.0,5.0,4946.0,1906.0,1503.0
229,Lithium-ion,Mercedes-Benz,Sedan,430,AWD,CCS,EQE AMG 43 4MATIC,E - Executive,https://ev-database.org/car/2208/Mercedes-Benz-EQE-AMG-43-4MATIC,210.0,90.6,858.0,207.0,450.0,4.2,141.0,1700.0,5.0,4964.0,1906.0,1495.0
230,Lithium-ion,Mercedes-Benz,Sedan,430,AWD,CCS,EQE AMG 53 4MATIC+,E - Executive,https://ev-database.org/car/2209/Mercedes-Benz-EQE-AMG-53-4MATICplus,220.0,90.6,950.0,208.0,450.0,3.5,141.0,1700.0,5.0,4964.0,1906.0,1495.0
231,Lithium-ion,Mercedes-Benz,SUV,520,RWD,CCS,EQE SUV 300,JE - Executive,https://ev-database.org/car/2045/Mercedes-Benz-EQE-SUV-300,210.0,90.6,550.0,182.0,450.0,7.6,141.0,750.0,5.0,4863.0,1940.0,1685.0
232,Lithium-ion,Mercedes-Benz,SUV,520,AWD,CCS,EQE SUV 350 4MATIC,JE - Executive,https://ev-database.org/car/2047/Mercedes-Benz-EQE-SUV-350-4MATIC,210.0,90.6,765.0,189.0,435.0,6.6,141.0,1800.0,5.0,4863.0,1940.0,1685.0
233,Lithium-ion,Mercedes-Benz,SUV,520,RWD,CCS,EQE SUV 350+,JE - Executive,https://ev-database.org/car/2046/Mercedes-Benz-EQE-SUV-350plus,210.0,96.0,565.0,164.0,475.0,6.9,141.0,750.0,5.0,4863.0,1940.0,1685.0
234,Lithium-ion,Mercedes-Benz,SUV,520,AWD,CCS,EQE SUV 500 4MATIC,JE - Executive,https://ev-database.org/car/2048/Mercedes-Benz-EQE-SUV-500-4MATIC,210.0,96.0,858.0,187.0,455.0,4.9,141.0,1800.0,5.0,4863.0,1940.0,1685.0
235,Lithium-ion,Mercedes-Benz,SUV,520,AWD,CCS,EQE SUV AMG 43 4MATIC,JE - Executive,https://ev-database.org/car/1763/Mercedes-Benz-EQE-SUV-AMG-43-4MATIC,210.0,90.6,858.0,214.0,425.0,4.3,141.0,1800.0,5.0,4879.0,1940.0,1672.0
236,Lithium-ion,Mercedes-Benz,SUV,520,AWD,CCS,EQE SUV AMG 53 4MATIC+,JE - Executive,https://ev-database.org/car/1764/Mercedes-Benz-EQE-SUV-AMG-53-4MATICplus,240.0,90.6,1000.0,242.0,420.0,3.5,141.0,1800.0,5.0,4879.0,1940.0,1672.0
237,Lithium-ion,Mercedes-Benz,Sedan,620,RWD,CCS,EQS 350,F - Luxury,https://ev-database.org/car/2155/Mercedes-Benz-EQS-350,210.0,96.0,565.0,165.0,570.0,6.7,130.0,750.0,5.0,5223.0,1926.0,1512.0
238,Lithium-ion,Mercedes-Benz,Sedan,620,AWD,CCS,EQS 450 4MATIC,F - Luxury,https://ev-database.org/car/2194/Mercedes-Benz-EQS-450-4MATIC,210.0,118.0,800.0,180.0,655.0,5.7,160.0,1700.0,5.0,5223.0,1926.0,1518.0
239,Lithium-ion,Mercedes-Benz,Sedan,620,RWD,CCS,EQS 450+,F - Luxury,https://ev-database.org/car/2193/Mercedes-Benz-EQS-450plus,210.0,118.0,568.0,173.0,685.0,6.2,160.0,750.0,5.0,5223.0,1926.0,1518.0
240,Lithium-ion,Mercedes-Benz,Sedan,620,AWD,CCS,EQS 500 4MATIC,F - Luxury,https://ev-database.org/car/2195/Mercedes-Benz-EQS-500-4MATIC,210.0,118.0,828.0,180.0,640.0,4.9,160.0,1700.0,5.0,5223.0,1926.0,1518.0
241,Lithium-ion,Mercedes-Benz,Sedan,620,AWD,CCS,EQS 580 4MATIC,F - Luxury,https://ev-database.org/car/2196/Mercedes-Benz-EQS-580-4MATIC,210.0,118.0,858.0,180.0,640.0,4.4,160.0,1700.0,5.0,5223.0,1926.0,1518.0
242,Lithium-ion,Mercedes-Benz,Sedan,620,AWD,CCS,EQS AMG 53 4MATIC+,F - Luxury,https://ev-database.org/car/2197/Mercedes-Benz-EQS-AMG-53-4MATICplus,250.0,118.0,1020.0,222.0,585.0,3.4,160.0,1700.0,5.0,5223.0,1926.0,1518.0
243,Lithium-ion,Mercedes-Benz,SUV,645,AWD,CCS,EQS SUV 450 4MATIC,JF - Luxury,https://ev-database.org/car/2088/Mercedes-Benz-EQS-SUV-450-4MATIC,210.0,118.0,800.0,199.0,530.0,6.1,160.0,1800.0,7.0,5125.0,1959.0,1718.0
244,Lithium-ion,Mercedes-Benz,SUV,645,RWD,CCS,EQS SUV 450+,JF - Luxury,https://ev-database.org/car/2087/Mercedes-Benz-EQS-SUV-450plus,210.0,118.0,568.0,195.0,540.0,6.8,160.0,750.0,7.0,5125.0,1959.0,1718.0
245,Lithium-ion,Mercedes-Benz,SUV,645,AWD,CCS,EQS SUV 500 4MATIC,JF - Luxury,https://ev-database.org/car/2089/Mercedes-Benz-EQS-SUV-500-4MATIC,210.0,118.0,828.0,199.0,530.0,5.3,160.0,1800.0,7.0,5125.0,1959.0,1718.0
246,Lithium-ion,Mercedes-Benz,SUV,13 Banana Boxes,AWD,CCS,EQS SUV 580 4MATIC,JF - Luxury,https://ev-database.org/car/2090/Mercedes-Benz-EQS-SUV-580-4MATIC,210.0,118.0,858.0,199.0,530.0,4.7,160.0,1800.0,7.0,5125.0,1959.0,1718.0
247,Lithium-ion,Mercedes-Benz,SUV,440,AWD,CCS,EQS SUV Maybach 680,JF - Luxury,https://ev-database.org/car/2086/Mercedes-Benz-EQS-SUV-Maybach-680,210.0,118.0,950.0,211.0,490.0,4.4,160.0,1800.0,4.0,5125.0,1959.0,1725.0
248,Lithium-ion,Mercedes-Benz,Small Passenger Van,828,FWD,CCS,EQT 200 Long,N - Passenger Van,https://ev-database.org/car/2239/Mercedes-Benz-EQT-200-Long,132.0,45.0,245.0,177.0,220.0,13.3,50.0,1500.0,7.0,4922.0,1859.0,1811.0
249,Lithium-ion,Mercedes-Benz,Small Passenger Van,551,FWD,CCS,EQT 200 Standard,N - Passenger Van,https://ev-database.org/car/1908/Mercedes-Benz-EQT-200-Standard,132.0,45.0,245.0,167.0,225.0,12.6,50.0,1500.0,5.0,4498.0,1859.0,1819.0
250,Lithium-ion,Mercedes-Benz,Small Passenger Van,1410,FWD,CCS,EQV 250 Extra-Long,N - Passenger Van,https://ev-database.org/car/2130/Mercedes-Benz-EQV-250-Extra-Long,160.0,60.0,365.0,282.0,210.0,12.0,60.0,0.0,7.0,5370.0,1928.0,1911.0
251,Lithium-ion,Mercedes-Benz,Small Passenger Van,1030,FWD,CCS,EQV 250 Long,N - Passenger Van,https://ev-database.org/car/2129/Mercedes-Benz-EQV-250-Long,160.0,60.0,365.0,282.0,215.0,12.0,60.0,0.0,7.0,5140.0,1928.0,1910.0
252,Lithium-ion,Mercedes-Benz,Small Passenger Van,1410,FWD,CCS,EQV 300 Extra-Long,N - Passenger Van,https://ev-database.org/car/2274/Mercedes-Benz-EQV-300-Extra-Long,140.0,90.0,365.0,249.0,315.0,12.2,96.0,0.0,7.0,5370.0,1928.0,1901.0
253,Lithium-ion,Mercedes-Benz,Small Passenger Van,1030,FWD,CCS,EQV 300 Long,N - Passenger Van,https://ev-database.org/car/2131/Mercedes-Benz-EQV-300-Long,160.0,90.0,365.0,276.0,320.0,12.1,96.0,0.0,7.0,5140.0,1928.0,1901.0
254,Lithium-ion,Mercedes-Benz,SUV,555,AWD,CCS,G 580,JF - Luxury,https://ev-database.org/car/2192/Mercedes-Benz-G-580,180.0,116.0,1164.0,267.0,360.0,4.7,150.0,0.0,5.0,4624.0,1931.0,1986.0
255,Lithium-ion,Mercedes-Benz,Small Passenger Van,1390,FWD,CCS,eVito Tourer Extra-Long 60 kWh,N - Passenger Van,https://ev-database.org/car/2139/Mercedes-Benz-eVito-Tourer-Extra-Long-60-kWh,160.0,60.0,360.0,254.0,215.0,12.0,60.0,0.0,8.0,5370.0,1928.0,1890.0
256,Lithium-ion,Mercedes-Benz,Small Passenger Van,990,FWD,CCS,eVito Tourer Long 60 kWh,N - Passenger Van,https://ev-database.org/car/2138/Mercedes-Benz-eVito-Tourer-Long-60-kWh,160.0,60.0,360.0,259.0,220.0,12.0,60.0,0.0,8.0,5140.0,1928.0,1890.0
257,Lithium-ion,Mercedes-Benz,Small Passenger Van,990,FWD,CCS,eVito Tourer Long 90 kWh,N - Passenger Van,https://ev-database.org/car/2140/Mercedes-Benz-eVito-Tourer-Long-90-kWh,160.0,90.0,360.0,260.0,325.0,12.1,96.0,0.0,8.0,5140.0,1928.0,1890.0
258,Lithium-ion,Mini,SUV,300,FWD,CCS,Aceman E,JB - Compact,https://ev-database.org/car/2190/Mini-Aceman-E,160.0,38.5,290.0,129.0,230.0,7.9,60.0,750.0,5.0,4079.0,1754.0,1514.0
259,Lithium-ion,Mini,SUV,300,FWD,CCS,Aceman JCW,JB - Compact,https://ev-database.org/car/3059/Mini-Aceman-JCW,200.0,49.2,350.0,143.0,280.0,6.4,75.0,750.0,5.0,4079.0,1754.0,1514.0
260,Lithium-ion,Mini,SUV,300,FWD,CCS,Aceman SE,JB - Compact,https://ev-database.org/car/2191/Mini-Aceman-SE,170.0,49.2,330.0,129.0,290.0,7.1,75.0,750.0,5.0,4079.0,1754.0,1514.0
261,Lithium-ion,Mini,Hatchback,200,FWD,CCS,Cooper E,B - Compact,https://ev-database.org/car/1997/Mini-Cooper-E,160.0,36.6,290.0,125.0,250.0,7.3,60.0,0.0,4.0,3858.0,1756.0,1460.0
262,Lithium-ion,Mini,Hatchback,200,FWD,CCS,Cooper JCW,B - Compact,https://ev-database.org/car/3058/Mini-Cooper-JCW,200.0,49.2,350.0,135.0,290.0,5.9,75.0,0.0,4.0,3858.0,1756.0,1460.0
263,Lithium-ion,Mini,Hatchback,200,FWD,CCS,Cooper SE,B - Compact,https://ev-database.org/car/1998/Mini-Cooper-SE,170.0,49.2,330.0,127.0,330.0,6.7,75.0,0.0,4.0,3858.0,1756.0,1460.0
264,Lithium-ion,Mini,SUV,460,FWD,CCS,Countryman E,JC - Medium,https://ev-database.org/car/1994/Mini-Countryman-E,170.0,64.6,250.0,140.0,380.0,8.6,94.0,750.0,5.0,4433.0,1843.0,1656.0
265,Lithium-ion,Mini,SUV,460,AWD,CCS,Countryman SE ALL4,JC - Medium,https://ev-database.org/car/1995/Mini-Countryman-SE-ALL4,180.0,64.6,494.0,149.0,365.0,5.6,94.0,1200.0,5.0,4433.0,1843.0,1656.0
266,Lithium-ion,NIO,SUV,579,AWD,CCS,EL6 Long Range,JE - Executive,https://ev-database.org/car/1922/NIO-EL6-Long-Range,200.0,90.0,700.0,170.0,435.0,4.5,135.0,1200.0,5.0,4854.0,1995.0,1703.0
267,Lithium-ion,NIO,SUV,579,AWD,CCS,EL6 Standard Range,JE - Executive,https://ev-database.org/car/1921/NIO-EL6-Standard-Range,200.0,73.5,700.0,181.0,365.0,4.5,110.0,1200.0,5.0,4854.0,1995.0,1703.0
268,Lithium-ion,NIO,SUV,570,AWD,CCS,EL7 Long Range,JF - Luxury,https://ev-database.org/car/1789/NIO-EL7-Long-Range,200.0,90.0,850.0,185.0,430.0,3.9,100.0,2000.0,5.0,4912.0,1987.0,1720.0
269,Lithium-ion,NIO,SUV,570,AWD,CCS,EL7 Standard Range,JF - Luxury,https://ev-database.org/car/1788/NIO-EL7-Standard-Range,200.0,73.5,850.0,198.0,355.0,3.9,110.0,2000.0,5.0,4912.0,1987.0,1720.0
270,Lithium-ion,NIO,SUV,265,AWD,CCS,EL8 Long Range,JF - Luxury,https://ev-database.org/car/2223/NIO-EL8-Long-Range,200.0,90.0,850.0,185.0,440.0,4.1,190.0,2000.0,6.0,5099.0,1989.0,1750.0
271,Lithium-ion,NIO,SUV,265,AWD,CCS,EL8 Standard Range,JF - Luxury,https://ev-database.org/car/2222/NIO-EL8-Standard-Range,200.0,73.5,850.0,196.0,360.0,4.1,110.0,2000.0,6.0,5099.0,1989.0,1750.0
272,Lithium-ion,NIO,Sedan,386,AWD,CCS,ET5 Long Range,E - Executive,https://ev-database.org/car/1787/NIO-ET5-Long-Range,200.0,90.0,700.0,167.0,500.0,4.0,100.0,1400.0,5.0,4790.0,1960.0,1499.0
273,Lithium-ion,NIO,Sedan,386,AWD,CCS,ET5 Standard Range,E - Executive,https://ev-database.org/car/1786/NIO-ET5-Standard-Range,200.0,73.5,700.0,175.0,410.0,4.0,110.0,1400.0,5.0,4790.0,1960.0,1499.0
274,Lithium-ion,NIO,Station/Estate,450,AWD,CCS,ET5 Touring Long Range,E - Executive,https://ev-database.org/car/1916/NIO-ET5-Touring-Long-Range,200.0,90.0,700.0,178.0,485.0,4.0,135.0,1400.0,5.0,4790.0,1960.0,1499.0
275,Lithium-ion,NIO,Station/Estate,450,AWD,CCS,ET5 Touring Standard Range,E - Executive,https://ev-database.org/car/1915/NIO-ET5-Touring-Standard-Range,200.0,73.5,700.0,169.0,400.0,4.0,110.0,1400.0,5.0,4790.0,1960.0,1499.0
276,Lithium-ion,NIO,Sedan,363,AWD,CCS,ET7 Long Range,F - Luxury,https://ev-database.org/car/1752/NIO-ET7-Long-Range,200.0,90.0,850.0,178.0,505.0,3.8,100.0,2000.0,5.0,5101.0,1987.0,1509.0
277,Lithium-ion,NIO,Sedan,363,AWD,CCS,ET7 Standard Range,F - Luxury,https://ev-database.org/car/1751/NIO-ET7-Standard-Range,200.0,73.5,850.0,191.0,415.0,3.8,110.0,2000.0,5.0,5101.0,1987.0,1509.0
278,Lithium-ion,Nissan,SUV,468,FWD,CCS,Ariya 63kWh,JC - Medium,https://ev-database.org/car/1301/Nissan-Ariya-63kWh,160.0,63.0,300.0,175.0,335.0,7.5,90.0,750.0,5.0,4595.0,1850.0,1660.0
279,Lithium-ion,Nissan,SUV,468,FWD,CCS,Ariya 87kWh,JC - Medium,https://ev-database.org/car/1302/Nissan-Ariya-87kWh,160.0,87.0,300.0,169.0,450.0,7.6,110.0,750.0,5.0,4595.0,1850.0,1660.0
280,Lithium-ion,Nissan,SUV,415,AWD,CCS,Ariya e-4ORCE 87kWh - 225 kW,JC - Medium,https://ev-database.org/car/1304/Nissan-Ariya-e-4ORCE-87kWh---225-kW,200.0,87.0,600.0,190.0,405.0,5.7,110.0,1500.0,5.0,4595.0,1850.0,1660.0
281,Lithium-ion,Nissan,SUV,415,AWD,CCS,Ariya e-4ORCE 87kWh - 320 kW Nismo,JC - Medium,https://ev-database.org/car/3074/Nissan-Ariya-e-4ORCE-87kWh---320-kW-Nismo,200.0,87.0,600.0,209.0,385.0,5.0,110.0,1052.2610619469026,5.0,4655.0,1850.0,1660.0
282,Lithium-ion,Nissan,Small Passenger Van,819,FWD,CCS,Townstar EV Passenger,N - Passenger Van,https://ev-database.org/car/2042/Nissan-Townstar-EV-Passenger,132.0,45.0,245.0,158.0,225.0,12.6,50.0,1500.0,5.0,4488.0,1860.0,1838.0
283,Lithium-ion,Nissan,Small Passenger Van,819,FWD,CCS,Townstar EV Passenger L2,N - Passenger Van,https://ev-database.org/car/3084/Nissan-Townstar-EV-Passenger-L2,130.0,45.0,245.0,173.0,220.0,13.3,50.0,1500.0,7.0,4911.0,1860.0,1815.0
284,Lithium-ion,Omoda,SUV,380,FWD,CCS,E5,JC - Medium,https://ev-database.org/car/3046/Omoda-E5,172.0,61.0,340.0,152.0,345.0,7.6,60.0,1052.2610619469026,5.0,4424.0,1830.0,1588.0
285,Lithium-ion,Opel,Hatchback,352,FWD,CCS,Astra Electric,C - Medium,https://ev-database.org/car/1792/Opel-Astra-Electric,170.0,50.8,270.0,128.0,320.0,9.2,85.0,0.0,5.0,4374.0,1860.0,1470.0
286,Lithium-ion,Opel,Station/Estate,516,FWD,CCS,Astra Sports Tourer Electric,C - Medium,https://ev-database.org/car/1793/Opel-Astra-Sports-Tourer-Electric,170.0,50.8,270.0,123.0,310.0,9.3,85.0,0.0,5.0,4642.0,1860.0,1480.0
287,Lithium-ion,Opel,Small Passenger Van,775,FWD,CCS,Combo-e Life 50 kWh,N - Passenger Van,https://ev-database.org/car/2161/Opel-Combo-e-Life-50-kWh,135.0,50.0,260.0,149.0,235.0,11.3,80.0,750.0,5.0,4410.0,1921.0,1812.0
288,Lithium-ion,Opel,Small Passenger Van,1050,FWD,CCS,Combo-e Life XL 50 kWh,N - Passenger Van,https://ev-database.org/car/2162/Opel-Combo-e-Life-XL-50-kWh,135.0,50.0,260.0,149.0,230.0,11.3,80.0,750.0,7.0,4760.0,1921.0,1818.0
289,Lithium-ion,Opel,Hatchback,267,FWD,CCS,Corsa Electric 50 kWh,B - Compact,https://ev-database.org/car/1941/Opel-Corsa-Electric-50-kWh,150.0,46.3,260.0,131.0,290.0,8.7,78.0,0.0,5.0,4061.0,1765.0,1435.0
290,Lithium-ion,Opel,Hatchback,267,FWD,CCS,Corsa Electric 51 kWh,B - Compact,https://ev-database.org/car/1942/Opel-Corsa-Electric-51-kWh,150.0,48.1,260.0,120.0,315.0,8.1,80.0,0.0,5.0,4061.0,1765.0,1435.0
291,Lithium-ion,Opel,SUV,460,FWD,CCS,Frontera 44 kWh,JB - Compact,https://ev-database.org/car/2238/Opel-Frontera-44-kWh,140.0,44.0,120.0,144.0,245.0,12.1,60.0,350.0,5.0,4385.0,1795.0,1635.0
292,Lithium-ion,Opel,SUV,550,FWD,CCS,Grandland 73 kWh,JC - Medium,https://ev-database.org/car/3037/Opel-Grandland-73-kWh,170.0,73.0,260.0,145.0,365.0,9.0,90.0,1200.0,5.0,4650.0,1934.0,1665.0
293,Lithium-ion,Opel,SUV,550,FWD,CCS,Grandland 82 kWh,JC - Medium,https://ev-database.org/car/3038/Opel-Grandland-82-kWh,170.0,82.2,260.0,146.0,410.0,9.0,100.0,1200.0,5.0,4650.0,1934.0,1665.0
294,Lithium-ion,Opel,SUV,310,FWD,CCS,Mokka Electric,JB - Compact,https://ev-database.org/car/3051/Opel-Mokka-Electric,150.0,50.8,260.0,126.0,285.0,9.0,85.0,0.0,5.0,4151.0,1790.0,1534.0
295,Lithium-ion,Opel,Small Passenger Van,603,FWD,CCS,Zafira-e Life L2 50 kWh,N - Passenger Van,https://ev-database.org/car/2260/Opel-Zafira-e-Life-L2-50-kWh,130.0,46.3,270.0,217.0,180.0,13.3,78.0,1000.0,9.0,4983.0,1920.0,1890.0
296,Lithium-ion,Opel,Small Passenger Van,603,FWD,CCS,Zafira-e Life L2 75 kWh,N - Passenger Van,https://ev-database.org/car/2262/Opel-Zafira-e-Life-L2-75-kWh,130.0,68.0,270.0,202.0,260.0,14.2,79.0,1000.0,9.0,4983.0,1920.0,1890.0
297,Lithium-ion,Opel,Small Passenger Van,989,FWD,CCS,Zafira-e Life L3 50 kWh,N - Passenger Van,https://ev-database.org/car/2261/Opel-Zafira-e-Life-L3-50-kWh,130.0,46.3,270.0,219.0,180.0,13.3,78.0,1000.0,9.0,5333.0,1920.0,1890.0
298,Lithium-ion,Opel,Small Passenger Van,989,FWD,CCS,Zafira-e Life L3 75 kWh,N - Passenger Van,https://ev-database.org/car/2263/Opel-Zafira-e-Life-L3-75-kWh,130.0,68.0,260.0,204.0,260.0,14.2,79.0,1000.0,9.0,5333.0,1920.0,1890.0
299,Lithium-ion,Peugeot,SUV,434,FWD,CCS,e-2008 50 kWh,JB - Compact,https://ev-database.org/car/1946/Peugeot-e-2008-50-kWh,150.0,46.3,260.0,136.0,270.0,9.9,78.0,0.0,5.0,4304.0,1775.0,1523.0
300,Lithium-ion,Peugeot,SUV,434,FWD,CCS,e-2008 54 kWh,JB - Compact,https://ev-database.org/car/1947/Peugeot-e-2008-54-kWh,150.0,50.8,260.0,125.0,300.0,9.1,85.0,0.0,5.0,4304.0,1775.0,1523.0
301,Lithium-ion,Peugeot,Hatchback,265,FWD,CCS,e-208 50 kWh,B - Compact,https://ev-database.org/car/1948/Peugeot-e-208-50-kWh,150.0,46.3,260.0,132.0,290.0,9.0,78.0,0.0,5.0,4055.0,1765.0,1430.0
302,Lithium-ion,Peugeot,Hatchback,265,FWD,CCS,e-208 51 kWh,B - Compact,https://ev-database.org/car/1949/Peugeot-e-208-51-kWh,150.0,48.1,260.0,120.0,310.0,8.2,80.0,0.0,5.0,4055.0,1765.0,1430.0
303,Lithium-ion,Peugeot,SUV,588,FWD,CCS,e-3008 73 kWh,JC - Medium,https://ev-database.org/car/2003/Peugeot-e-3008-73-kWh,170.0,73.0,345.0,143.0,380.0,8.8,90.0,1250.0,5.0,4542.0,1895.0,1641.0
304,Lithium-ion,Peugeot,SUV,588,AWD,CCS,e-3008 73 kWh Dual Motor,JC - Medium,https://ev-database.org/car/2004/Peugeot-e-3008-73-kWh-Dual-Motor,170.0,73.0,511.0,195.0,375.0,6.4,90.0,1052.2610619469026,5.0,4542.0,1895.0,1641.0
305,Lithium-ion,Peugeot,SUV,588,FWD,CCS,e-3008 97 kWh Long Range,JC - Medium,https://ev-database.org/car/2005/Peugeot-e-3008-97-kWh-Long-Range,170.0,96.9,345.0,145.0,500.0,8.7,135.0,1200.0,5.0,4542.0,1895.0,1641.0
306,Lithium-ion,Peugeot,Hatchback,412,FWD,CCS,e-308,C - Medium,https://ev-database.org/car/1744/Peugeot-e-308,170.0,50.8,260.0,124.0,300.0,9.8,80.0,0.0,5.0,4367.0,1852.0,1441.0
307,Lithium-ion,Peugeot,Station/Estate,608,FWD,CCS,e-308 SW,C - Medium,https://ev-database.org/car/1745/Peugeot-e-308-SW,150.0,50.8,260.0,127.0,300.0,10.0,80.0,1052.2610619469026,5.0,4636.0,1852.0,1442.0
308,Lithium-ion,Peugeot,SUV,471,FWD,CCS,e-408 58 kWh,JD - Large,https://ev-database.org/car/3066/Peugeot-e-408-58-kWh,160.0,58.3,345.0,129.0,375.0,7.2,70.0,1052.2610619469026,5.0,4687.0,1859.0,1478.0
